Product_Name,Brand_Name,Price_,Rating_,Number_of_Buyers,Total_Sold,Available_Stock,Main_Category,Sub_Category,Discount_,Seller,Return_Policy
solanki group enim lite smartwatches 4,solanki group,9027.28,3.0,5445,2078,749,electronics,smartwatches,7,retailnet,False
rana group fugiat pro microwaves 14,rana group,12514.09,4.9,9146,5075,791,appliances,microwaves,0,homecare solutions,False
"gaba, devan and dutta incidunt plus microwaves 8","gaba, devan",37158.17,3.9,8356,3752,1597,appliances,microwaves,19,mobilehub,False
hans ltd consectetur pro microwaves 8,hans ltd,2643.94,3.8,5319,4853,1888,appliances,microwaves,49,retailnet,False
"solanki, oza and singh porro pro smartwatches 6","solanki, oza",44498.98,4.0,8812,3694,372,electronics,smartwatches,24,homecare solutions,False
dhar and sons eaque ultra decor 9,dhar and,20790.47,4.3,8090,8799,783,home,decor,0,supercomnet,False
bhalla inc beatae plus decor 11,bhalla inc,31334.68,3.0,6391,8806,2550,home,decor,0,cloudtail india,False
iyengar-soman laborum pro lighting 11,iyengar-soman laborum,3657.69,4.6,1826,7076,124,home,lighting,0,supercomnet,False
saxena-dass id plus smartphones 12,saxena-dass id,128338.51,4.8,9540,3287,1577,electronics,smartphones,0,flipkart assured,False
arora llc est pro decor 13,arora llc,42660.85,4.3,4930,6597,163,home,decor,31,flipkart assured,False
chana-bhattacharyya harum plus refrigerators 10,chana-bhattacharyya harum,18464.66,3.6,5149,2266,133,appliances,refrigerators,61,electroworld,False
zacharia inc accusamus pro jeans 9,zacharia inc,11630.62,3.3,6104,5747,2045,fashion,jeans,33,mobilehub,False
bir plc nam lite lighting 13,bir plc,823.06,3.4,4505,214,31,home,lighting,20,electroworld,False
"walia, chakrabarti and sathe quasi pro shoes 1","walia, chakrabarti",22486.61,4.5,5367,2130,701,fashion,shoes,0,fashionplus,False
"banik, narula and vasa doloribus pro smartphones 10","banik, narula",61243.8,3.3,5011,9753,2266,electronics,smartphones,12,cloudtail india,False
nayak-wadhwa at ultra kitchenware 10,nayak-wadhwa at,40210.58,3.3,7967,148,37,home,kitchenware,22,supercomnet,False
"mander, chada and shankar itaque ultra microwaves 10","mander, chada",14449.18,4.3,9442,693,217,appliances,microwaves,54,retailnet,False
"gaba, korpal and roy atque ultra refrigerators 9","gaba, korpal",13076.49,3.5,8480,2585,276,appliances,refrigerators,10,retailnet,False
"bassi, wali and bhavsar assumenda ultra t-shirts 13","bassi, wali",772.24,3.7,2489,5424,18,fashion,t-shirts,26,fashionplus,False
"de, apte and bora consequatur pro decor 1","de, apte",19065.43,4.0,254,4363,402,home,decor,0,cloudtail india,False
"prashad, basu and babu voluptatibus plus smartphones 9","prashad, basu",46238.62,4.0,3870,2946,1088,electronics,smartphones,65,cloudtail india,False
bose plc voluptates pro jeans 12,bose plc,10663.06,3.3,572,3023,773,fashion,jeans,10,mobilehub,False
"chand, bava and mani porro ultra laptops 11","chand, bava",22872.35,3.3,95,3817,1465,electronics,laptops,58,cloudtail india,False
sagar-edwin aliquid plus dresses 11,sagar-edwin aliquid,41975.25,5.0,7255,1886,524,fashion,dresses,35,mobilehub,False
"prashad, chowdhury and keer quod pro headphones 14","prashad, chowdhury",30782.63,3.9,6604,912,17,electronics,headphones,0,mobilehub,False
bassi inc ab lite kitchenware 5,bassi inc,35733.73,3.8,6927,3952,726,home,kitchenware,59,homecare solutions,False
raj-mani cupiditate ultra shoes 6,raj-mani cupiditate,3536.44,4.6,6140,4563,268,fashion,shoes,0,fashionplus,False
dayal-shanker eaque pro headphones 13,dayal-shanker eaque,34679.46,4.9,7201,346,28,electronics,headphones,60,fashionplus,False
virk-sami voluptatum pro jeans 6,virk-sami voluptatum,27850.86,4.6,2808,3550,626,fashion,jeans,34,homecare solutions,False
"radhakrishnan, jani and bhatnagar nam pro lighting 15","radhakrishnan, jani",6469.72,3.3,8718,785,37,home,lighting,0,fashionplus,False
verma-upadhyay ea lite t-shirts 10,verma-upadhyay ea,1927.51,4.8,2269,2628,465,fashion,t-shirts,34,retailnet,False
"narula, ahuja and contractor id pro t-shirts 6","narula, ahuja",268.58,4.6,8126,8364,872,fashion,t-shirts,36,supercomnet,False
kapadia and sons doloribus lite laptops 1,kapadia and,152580.53,3.3,6110,4347,81,electronics,laptops,11,retailnet,False
talwar inc eum pro lighting 8,talwar inc,49549.62,3.3,7466,1758,170,home,lighting,21,mobilehub,False
bahri llc non lite washing machines 5,bahri llc,22813.37,3.2,6744,255,2,appliances,washing machines,11,homecare solutions,False
dar-mander aspernatur pro headphones 5,dar-mander aspernatur,15260.29,5.0,6112,6652,939,electronics,headphones,45,supercomnet,False
divan-som nulla pro t-shirts 5,divan-som nulla,261.38,4.1,2929,5053,207,fashion,t-shirts,65,flipkart assured,False
nanda group esse plus acs 10,nanda group,49211.28,3.8,3119,8742,4215,appliances,acs,67,retailnet,False
"srinivas, palla and sethi neque pro jeans 14","srinivas, palla",809.17,4.8,8341,4914,1388,fashion,jeans,0,retailnet,False
chawla-parmar quia ultra smartphones 11,chawla-parmar quia,94938.42,3.3,9240,7963,653,electronics,smartphones,49,homecare solutions,False
ramanathan llc nobis lite lighting 2,ramanathan llc,29455.37,3.7,9412,6101,2634,home,lighting,0,flipkart assured,False
"gara, minhas and misra harum lite decor 2","gara, minhas",37563.06,4.0,1979,508,203,home,decor,21,supercomnet,False
mall and sons consectetur lite lighting 10,mall and,48784.16,3.3,5215,8927,1438,home,lighting,37,retailnet,False
"kashyap, konda and chad magnam ultra refrigerators 15","kashyap, konda",29870.67,3.7,6599,4402,1585,appliances,refrigerators,0,cloudtail india,False
"chowdhury, pillai and chawla consequatur pro refrigerators 3","chowdhury, pillai",73262.92,4.4,4643,4408,1262,appliances,refrigerators,0,supercomnet,False
"sheth, shanker and sen ea ultra dresses 8","sheth, shanker",16064.67,3.1,4418,8395,4113,fashion,dresses,16,fashionplus,False
virk-srinivasan natus ultra decor 10,virk-srinivasan natus,408.88,3.8,70,1649,221,home,decor,26,supercomnet,False
"lalla, om and palan rerum plus jeans 11","lalla, om",45053.65,4.4,7045,3886,944,fashion,jeans,50,homecare solutions,False
"dani, sagar and sur voluptatibus ultra decor 11","dani, sagar",4612.84,3.7,8836,5718,1995,home,decor,28,electroworld,False
sant inc perspiciatis plus refrigerators 9,sant inc,20637.59,4.1,9773,7073,2158,appliances,refrigerators,0,supercomnet,False
sampath-sama repellat pro t-shirts 11,sampath-sama repellat,1620.65,4.9,568,5322,2126,fashion,t-shirts,9,retailnet,False
"sekhon, sachdeva and chakrabarti hic plus shoes 14","sekhon, sachdeva",18414.64,4.4,9103,7361,3133,fashion,shoes,44,electroworld,False
"mittal, sinha and kumer asperiores lite washing machines 12","mittal, sinha",24841.94,3.1,6124,4164,900,appliances,washing machines,8,supercomnet,False
padmanabhan inc harum lite furniture 15,padmanabhan inc,34636.4,3.5,6309,6791,1713,home,furniture,14,flipkart assured,False
choudhury llc amet plus decor 15,choudhury llc,11843.41,5.0,739,2580,206,home,decor,58,supercomnet,True
patla-guha exercitationem ultra acs 5,patla-guha exercitationem,6837.73,3.8,6518,4984,2324,appliances,acs,0,supercomnet,True
mand-ramesh dolorem pro furniture 14,mand-ramesh dolorem,28084.84,3.9,1364,5789,512,home,furniture,59,flipkart assured,True
"suri, chander and acharya dignissimos plus smartphones 5","suri, chander",5902.61,3.5,2339,7999,306,electronics,smartphones,15,cloudtail india,True
"bansal, karpe and goel ex plus microwaves 11","bansal, karpe",37137.18,4.6,5049,3214,153,appliances,microwaves,30,homecare solutions,True
"mittal, taneja and bajwa placeat plus lighting 3","mittal, taneja",12972.39,4.7,9793,3856,453,home,lighting,48,homecare solutions,True
"dara, oommen and golla neque lite decor 4","dara, oommen",16326.21,4.6,1942,4485,1382,home,decor,70,electroworld,True
pathak-balay tempore plus shoes 4,pathak-balay tempore,8453.52,4.3,7848,850,61,fashion,shoes,70,homecare solutions,True
"dua, badami and korpal repellendus ultra acs 12","dua, badami",19737.36,4.6,349,52,25,appliances,acs,49,retailnet,True
"varma, yohannan and thakkar autem lite microwaves 13","varma, yohannan",4557.63,4.6,4589,1327,245,appliances,microwaves,24,supercomnet,True
"mahal, sahota and dutt similique lite lighting 14","mahal, sahota",30804.73,4.0,2479,1843,722,home,lighting,5,homecare solutions,True
raj-mukhopadhyay amet pro smartphones 6,raj-mukhopadhyay amet,128170.95,4.4,1610,3341,930,electronics,smartphones,24,mobilehub,True
chander-brahmbhatt numquam pro headphones 7,chander-brahmbhatt numquam,30211.46,3.0,8083,7968,3601,electronics,headphones,0,fashionplus,True
jaggi ltd dolor pro refrigerators 3,jaggi ltd,21313.74,3.2,317,9609,1542,appliances,refrigerators,40,homecare solutions,True
karan inc numquam plus microwaves 3,karan inc,14143.21,3.9,4585,8076,1805,appliances,microwaves,45,fashionplus,True
"guha, ben and kapoor ducimus plus decor 10","guha, ben",30807.75,4.1,3166,1808,756,home,decor,0,homecare solutions,True
"reddy, dhillon and ganesan soluta lite smartwatches 4","reddy, dhillon",37323.65,4.1,6708,6336,2929,electronics,smartwatches,27,flipkart assured,True
patla-swamy quos plus decor 13,patla-swamy quos,18322.12,5.0,9373,5651,2163,home,decor,52,supercomnet,True
dara inc quasi plus lighting 8,dara inc,20470.5,4.2,2770,8068,1087,home,lighting,27,retailnet,True
"yohannan, ramachandran and choudhary id pro furniture 8","yohannan, ramachandran",23344.16,3.7,3162,2935,480,home,furniture,21,mobilehub,True
nagarajan inc doloremque ultra refrigerators 5,nagarajan inc,56609.8,3.3,8767,9378,702,appliances,refrigerators,18,fashionplus,True
"sharma, sachdev and bali ducimus pro t-shirts 4","sharma, sachdev",893.25,4.9,3934,9342,839,fashion,t-shirts,10,cloudtail india,True
lad ltd alias ultra refrigerators 5,lad ltd,39431.99,3.3,5016,4858,2339,appliances,refrigerators,53,electroworld,True
sathe-sodhi porro lite laptops 7,sathe-sodhi porro,111558.78,3.3,2847,8247,781,electronics,laptops,0,supercomnet,True
"sami, bhagat and chaudhary consequatur lite decor 14","sami, bhagat",47360.43,4.6,3735,4838,1071,home,decor,0,retailnet,True
"gupta, kalita and loke doloremque lite dresses 15","gupta, kalita",4035.53,4.8,6046,9404,173,fashion,dresses,42,mobilehub,True
swaminathan-nagarajan aspernatur lite shoes 1,swaminathan-nagarajan aspernatur,25499.88,3.9,5115,6609,2919,fashion,shoes,19,cloudtail india,True
deshpande llc unde pro jeans 12,deshpande llc,9848.75,3.5,114,847,367,fashion,jeans,46,flipkart assured,True
raja group quos ultra decor 12,raja group,39801.51,4.1,2385,7795,2510,home,decor,55,electroworld,True
ramanathan-agarwal maxime plus kitchenware 11,ramanathan-agarwal maxime,25482.59,4.2,2026,6931,1457,home,kitchenware,16,mobilehub,True
saraf-lalla ratione plus kitchenware 7,saraf-lalla ratione,33020.75,4.2,1254,7283,303,home,kitchenware,68,fashionplus,True
"krish, suresh and nath libero ultra washing machines 5","krish, suresh",44824.65,3.2,5215,1195,526,appliances,washing machines,0,fashionplus,True
"tiwari, pillai and nagarajan labore pro shoes 4","tiwari, pillai",25944.42,3.1,3135,9363,577,fashion,shoes,59,retailnet,True
"tella, dayal and tak totam ultra kitchenware 14","tella, dayal",43752.94,5.0,4052,635,141,home,kitchenware,32,flipkart assured,True
shroff-sangha totam pro laptops 14,shroff-sangha totam,57779.81,3.2,355,9825,18,electronics,laptops,0,retailnet,True
tara group provident plus t-shirts 13,tara group,1915.64,3.8,7927,693,313,fashion,t-shirts,48,retailnet,True
deol and sons ab plus furniture 5,deol and,31388.92,4.4,5508,4023,115,home,furniture,0,electroworld,True
bhat inc omnis plus refrigerators 2,bhat inc,10007.56,3.7,5702,1580,502,appliances,refrigerators,0,supercomnet,True
subramaniam-mutti consectetur plus refrigerators 1,subramaniam-mutti consectetur,41173.7,4.1,148,988,67,appliances,refrigerators,0,fashionplus,True
varma-kant reiciendis lite kitchenware 12,varma-kant reiciendis,16789.59,4.8,5600,843,328,home,kitchenware,0,mobilehub,True
ganesan llc assumenda pro dresses 13,ganesan llc,49389.03,4.0,3490,5121,2348,fashion,dresses,62,mobilehub,True
pant ltd odio pro refrigerators 14,pant ltd,69986.62,3.2,3124,5216,1664,appliances,refrigerators,28,mobilehub,True
natarajan ltd repellendus pro shoes 13,natarajan ltd,24704.37,3.4,5387,3991,1525,fashion,shoes,59,mobilehub,True
"randhawa, puri and agarwal rem pro washing machines 8","randhawa, puri",10296.27,4.0,4048,5010,1342,appliances,washing machines,53,cloudtail india,True
magar inc beatae lite furniture 9,magar inc,42188.58,3.2,3688,6091,2046,home,furniture,68,electroworld,True
"wason, barad and rajagopalan molestias pro refrigerators 11","wason, barad",76248.55,3.7,1260,1167,380,appliances,refrigerators,34,cloudtail india,True
"chaudhry, divan and nori doloribus lite lighting 10","chaudhry, divan",37413.88,3.7,9702,5217,2015,home,lighting,41,flipkart assured,True
bains ltd fuga ultra refrigerators 8,bains ltd,72656.31,3.1,9272,5086,2378,appliances,refrigerators,62,cloudtail india,True
"kakar, chaudhary and dalia molestias lite headphones 9","kakar, chaudhary",2035.11,3.1,1552,4342,657,electronics,headphones,5,flipkart assured,True
walla-mannan tempore plus washing machines 14,walla-mannan tempore,19888.27,3.0,3364,1120,99,appliances,washing machines,20,fashionplus,True
kari llc dolorem plus jeans 9,kari llc,36161.1,4.6,9894,7085,246,fashion,jeans,57,flipkart assured,True
devi and sons aliquam pro lighting 12,devi and,5338.04,3.7,8241,2963,533,home,lighting,35,fashionplus,True
datta plc necessitatibus pro headphones 7,datta plc,34993.01,4.5,9720,649,40,electronics,headphones,35,homecare solutions,True
nazareth and sons quibusdam ultra furniture 12,nazareth and,11275.65,4.0,6082,3464,797,home,furniture,8,retailnet,True
anne-golla a lite refrigerators 13,anne-golla a,44554.15,4.3,5939,4731,1459,appliances,refrigerators,6,electroworld,True
de-aggarwal natus pro laptops 12,de-aggarwal natus,97260.54,4.3,4398,9378,945,electronics,laptops,0,mobilehub,True
chokshi and sons enim plus headphones 4,chokshi and,18172.92,4.0,6614,6817,2457,electronics,headphones,44,fashionplus,True
ranganathan-jani aperiam plus dresses 15,ranganathan-jani aperiam,42469.87,3.9,903,9566,1591,fashion,dresses,0,fashionplus,True
"shenoy, sekhon and ghose quidem lite lighting 5","shenoy, sekhon",42729.6,4.5,684,8258,596,home,lighting,0,mobilehub,True
seshadri-kadakia recusandae plus washing machines 2,seshadri-kadakia recusandae,3077.73,4.5,3413,3204,1575,appliances,washing machines,46,fashionplus,True
mittal llc earum ultra smartphones 3,mittal llc,5141.84,4.1,5286,7265,1164,electronics,smartphones,17,flipkart assured,True
"kurian, arya and chana doloremque lite acs 11","kurian, arya",28159.97,4.6,3989,6188,2898,appliances,acs,24,mobilehub,True
"thakkar, goda and patla saepe pro laptops 2","thakkar, goda",123265.78,4.3,1567,7828,585,electronics,laptops,19,retailnet,True
"bhalla, prakash and bala consequuntur pro kitchenware 3","bhalla, prakash",14680.64,3.3,5206,8868,1072,home,kitchenware,43,fashionplus,True
kari-sarraf in plus shoes 10,kari-sarraf in,48194.65,4.4,8442,7015,1533,fashion,shoes,53,mobilehub,True
mand-din quod lite dresses 9,mand-din quod,49254.58,3.6,5608,3858,10,fashion,dresses,43,retailnet,True
bakshi plc labore plus acs 9,bakshi plc,42282.38,3.6,9577,8610,3344,appliances,acs,60,supercomnet,True
kar-bal suscipit lite washing machines 10,kar-bal suscipit,18006.74,3.6,1084,6136,1941,appliances,washing machines,66,flipkart assured,True
vohra inc enim lite microwaves 7,vohra inc,45889.57,3.3,2876,6080,172,appliances,microwaves,0,cloudtail india,True
subramanian-gara ratione lite smartwatches 4,subramanian-gara ratione,41017.1,3.9,9079,6689,397,electronics,smartwatches,43,homecare solutions,True
"kapadia, bora and ravel tempore pro smartwatches 4","kapadia, bora",30311.36,4.3,4058,9327,3027,electronics,smartwatches,0,mobilehub,True
"sengupta, bera and sanghvi alias lite washing machines 12","sengupta, bera",36746.12,4.2,7929,6916,2749,appliances,washing machines,46,cloudtail india,True
"kari, vyas and natt corporis pro t-shirts 15","kari, vyas",1067.97,3.7,1909,5760,783,fashion,t-shirts,0,electroworld,True
sethi-pant iusto pro t-shirts 2,sethi-pant iusto,1137.74,3.6,5746,9197,754,fashion,t-shirts,8,supercomnet,True
"nadkarni, pant and boase consequatur plus refrigerators 10","nadkarni, pant",44656.08,3.6,202,415,128,appliances,refrigerators,0,flipkart assured,True
"mann, singh and randhawa ad plus washing machines 8","mann, singh",36751.57,3.3,3695,2970,1364,appliances,washing machines,26,flipkart assured,True
"vora, saraf and jhaveri fuga plus shoes 8","vora, saraf",31608.08,4.6,1514,4217,508,fashion,shoes,0,mobilehub,True
"ganguly, roy and handa magnam lite refrigerators 15","ganguly, roy",68426.65,4.3,6611,2905,122,appliances,refrigerators,22,homecare solutions,True
pant llc nulla ultra lighting 8,pant llc,13559.67,3.8,9226,859,412,home,lighting,0,fashionplus,True
pall llc placeat pro dresses 10,pall llc,43718.91,4.8,6468,4332,6,fashion,dresses,0,retailnet,True
sarkar llc officia plus laptops 6,sarkar llc,118268.07,4.6,4653,601,77,electronics,laptops,29,electroworld,True
"raval, guha and kota neque ultra smartwatches 12","raval, guha",46120.27,4.3,2900,491,83,electronics,smartwatches,56,fashionplus,True
bhat-bansal error ultra t-shirts 6,bhat-bansal error,1037.27,4.3,1857,8022,2709,fashion,t-shirts,69,cloudtail india,True
